ticker,Año,totalRevenue,netIncome,EBIT,annual,Acciones Circulacion,Date,Ultimo Precio,BPA,PER
SLR.MC,2022,139281000.0,90048000.0,122740000.0,124.9509,124950900.0,2022-12-30 00:00:00+01:00,17.12,0.7206670780282495,23.75576812366738
SLR.MC,2023,191322000.0,107514000.0,170023000.0,124.9509,124950900.0,2023-12-29 00:00:00+01:00,18.61,0.8604499847540114,21.628218176237514
SLR.MC,2024,176906000.0,88614000.0,158239000.0,124.9509,124950900.0,2024-12-31 00:00:00+01:00,7.82,0.709190570055918,11.02665535919832
TEF.MC,2020,43076000000.0,1582000000.0,4460000000.0,5435.0,5435000000.0,2020-12-31 00:00:00+01:00,2.37,0.29107635694572215,8.142193426042985
TEF.MC,2021,39277000000.0,8137000000.0,14133000000.0,5668.0,5668000000.0,2021-12-30 00:00:00+01:00,3.08,1.43560338743825,2.1454393511122034
TEF.MC,2022,39993000000.0,2011000000.0,4740000000.0,5699.0,5699000000.0,2022-12-30 00:00:00+01:00,2.91,0.35286892437269696,8.2466882148185
TEF.MC,2023,40652000000.0,-892000000.0,1541000000.0,5651.0,5651000000.0,2023-12-29 00:00:00+01:00,3.29,-0.15784816846575828,-20.84281390134529
TEF.MC,2024,41315000000.0,-49000000.0,3555000000.0,5637.0,5637000000.0,2024-12-31 00:00:00+01:00,3.94,-0.00869256696824552,-453.26081632653063
UNI.MC,2020,1033204000.0,77831000.0,70445000.0,1579.5824,1579582400.0,2020-12-31 00:00:00+01:00,0.57,0.0492731496628476,11.568166514627846
UNI.MC,2021,1247682000.0,1113202000.0,993061000.0,2650.5016,2650501600.0,2021-12-30 00:00:00+01:00,0.7,0.4199967281664723,1.6666796502341892
UNI.MC,2022,1754926000.0,277576000.0,319863000.0,2654.5484,2654548400.0,2022-12-30 00:00:00+01:00,0.86,0.10456618534436969,8.224456091304724
UNI.MC,2023,1977103000.0,266703000.0,278623000.0,2651.9062,2651906200.0,2023-12-29 00:00:00+01:00,0.78,0.10057029920590706,7.75576891148581
UNI.MC,2024,2128430000.0,573334000.0,-86850000.0,2569.2767,2569276700.0,2024-12-31 00:00:00+01:00,1.22,0.2231499627891383,5.467175457935514
